f-0     (initial-fact)
f-2344  (robot 4 1 0 farolas far 5 5 2 prof 18)
f-2345  (robot 4 3 0 farolas far 5 5 2 prof 18)
f-2346  (robot 5 4 0 farolas far 5 5 2 prof 18)
f-2347  (robot 4 5 0 farolas far 5 5 2 prof 18)
f-2348  (robot 5 4 1 farolas far 4 3 3 prof 18)
f-2349  (robot 5 3 3 farolas far 4 3 3 far 5 5 2 prof 18)
f-2350  (robot 4 5 1 farolas far 4 3 3 prof 18)
f-2351  (robot 4 4 0 farolas far 4 3 3 prof 18)
f-2352  (robot 5 3 0 farolas far 4 3 3 prof 18)
f-2353  (robot 5 5 0 farolas far 4 3 3 prof 18)
f-2354  (robot 3 5 0 farolas far 4 3 3 prof 18)
f-2355  (robot 1 1 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2356  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2357  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2358  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2359  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2360  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2361  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2362  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2363  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2364  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2365  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2366  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2367  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2368  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2369  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2370  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2371  (robot 3 1 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2372  (robot 4 2 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2373  (robot 1 1 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2374  (robot 1 5 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2375  (robot 3 1 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2376  (robot 4 2 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2377  (robot 5 3 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2378  (robot 4 4 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2379  (robot 5 1 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2380  (robot 5 4 0 farolas far 4 3 3 prof 18)
f-2381  (robot 5 3 2 farolas far 4 3 3 far 5 5 2 prof 18)
f-2382  (robot 4 5 0 farolas far 4 3 3 prof 18)
f-2383  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2384  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2385  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2386  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2387  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2388  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2389  (robot 1 1 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2390  (robot 3 1 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2391  (robot 4 2 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2392  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2393  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2394  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2395  (robot 4 4 1 farolas far 3 5 2 prof 18)
f-2396  (robot 5 3 1 farolas far 3 5 2 prof 18)
f-2397  (robot 5 5 1 farolas far 3 5 2 prof 18)
f-2398  (robot 1 3 1 farolas far 5 5 2 prof 18)
f-2399  (robot 2 3 3 farolas far 5 5 2 prof 18)
f-2400  (robot 2 3 2 farolas far 5 5 2 prof 18)
f-2401  (robot 2 2 1 farolas far 5 5 2 prof 18)
f-2402  (robot 3 1 1 farolas far 5 5 2 prof 18)
f-2403  (robot 4 2 1 farolas far 5 5 2 prof 18)
f-2404  (robot 5 3 1 farolas far 5 5 2 prof 18)
f-2405  (robot 5 1 3 farolas far 3 5 2 far 5 5 2 prof 18)
f-2406  (robot 5 4 1 farolas far 3 5 2 prof 18)
f-2407  (robot 4 5 1 farolas far 3 5 2 prof 18)
f-2408  (robot 4 5 1 farolas far 5 5 2 prof 18)
f-2409  (robot 1 4 1 farolas far 5 5 2 prof 18)
f-2410  (robot 2 3 1 farolas far 5 5 2 prof 18)
f-2411  (robot 3 2 1 farolas far 5 5 2 prof 18)
f-2412  (robot 4 3 1 farolas far 5 5 2 prof 18)
f-2413  (robot 5 4 1 farolas far 5 5 2 prof 18)
f-2414  (robot 4 4 0 farolas far 3 5 2 prof 18)
f-2415  (robot 5 3 0 farolas far 3 5 2 prof 18)
f-2416  (robot 5 5 0 farolas far 3 5 2 prof 18)
f-2417  (robot 1 3 0 farolas far 5 5 2 prof 18)
f-2418  (robot 5 1 2 farolas far 3 5 2 far 5 5 2 prof 18)
f-2419  (robot 5 4 0 farolas far 3 5 2 prof 18)
f-2420  (robot 4 5 0 farolas far 3 5 2 prof 18)
f-2421  (robot 1 4 0 farolas far 5 5 2 prof 18)
f-2422  (robot 2 3 0 farolas far 5 5 2 prof 18)
f-2423  (robot 1 1 0 farolas far 5 5 2 prof 18)
f-2424  (robot 2 4 1 farolas far 4 3 3 prof 18)
f-2425  (robot 4 2 1 farolas far 4 3 3 prof 18)
f-2426  (robot 5 1 1 farolas far 4 3 3 prof 18)
f-2427  (robot 1 5 1 farolas far 4 3 3 prof 18)
f-2428  (robot 1 2 0 farolas far 5 5 2 prof 18)
f-2429  (robot 2 1 0 farolas far 5 5 2 prof 18)
f-2430  (robot 3 4 1 farolas far 4 3 3 prof 18)
f-2431  (robot 5 2 1 farolas far 4 3 3 prof 18)
f-2432  (robot 2 5 1 farolas far 4 3 3 prof 18)
f-2433  (robot 2 4 0 farolas far 4 3 3 prof 18)
f-2434  (robot 4 2 0 farolas far 4 3 3 prof 18)
f-2435  (robot 5 1 0 farolas far 4 3 3 prof 18)
f-2436  (robot 1 5 0 farolas far 4 3 3 prof 18)
f-2437  (robot 4 1 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2438  (robot 4 2 0 farolas far 3 5 2 prof 18)
f-2439  (robot 5 4 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2440  (robot 4 5 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2441  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2442  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2443  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2444  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2445  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 prof 18)
f-2446  (robot 4 1 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2447  (robot 5 4 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2448  (robot 4 5 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2449  (robot 5 1 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2450  (robot 5 1 1 farolas far 3 5 2 far 5 5 2 prof 18)
f-2451  (robot 3 4 0 farolas far 4 3 3 prof 18)
f-2452  (robot 5 2 0 farolas far 4 3 3 prof 18)
f-2453  (robot 2 5 0 farolas far 4 3 3 prof 18)
f-2454  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2455  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2456  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2457  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2458  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 prof 18)
f-2459  (robot 4 1 1 farolas far 3 5 2 far 4 3 3 prof 18)
f-2460  (robot 5 1 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2461  (robot 4 1 0 farolas far 3 5 2 far 4 3 3 prof 18)
f-2462  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2463  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2464  (robot 4 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2465  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2466  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2467  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2468  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2469  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2470  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2471  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2472  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2473  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2474  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2475  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2476  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2477  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2478  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2479  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2480  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2481  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2482  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2483  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2484  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2485  (robot 3 4 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2486  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2487  (robot 2 5 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2488  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2489  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2490  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2491  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2492  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2493  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2494  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2495  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2496  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2497  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2498  (robot 3 4 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2499  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2500  (robot 2 5 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2501  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2502  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2503  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2504  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2505  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2506  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2507  (robot 1 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2508  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2509  (robot 3 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2510  (robot 4 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2511  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2512  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2513  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2514  (robot 5 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2515  (robot 3 2 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2516  (robot 4 1 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2517  (robot 4 3 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2518  (robot 1 4 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2519  (robot 2 3 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2520  (robot 5 4 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2521  (robot 4 5 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2522  (robot 3 4 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2523  (robot 5 4 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2524  (robot 4 5 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2525  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2526  (robot 5 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2527  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2528  (robot 4 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2529  (robot 4 2 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2530  (robot 2 4 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2531  (robot 4 4 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2532  (robot 3 5 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2533  (robot 4 4 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2534  (robot 5 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2535  (robot 4 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2536  (robot 1 5 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2537  (robot 5 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2538  (robot 1 4 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2539  (robot 2 3 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2540  (robot 5 4 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2541  (robot 4 5 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2542  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2543  (robot 5 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2544  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2545  (robot 4 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2546  (robot 2 4 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2547  (robot 4 4 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2548  (robot 3 5 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2549  (robot 5 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2550  (robot 4 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2551  (robot 1 5 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2552  (robot 5 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2553  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 19)
f-2554  (robot 1 2 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2555  (robot 2 1 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2556  (robot 2 3 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2557  (robot 1 2 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2558  (robot 1 3 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2559  (robot 2 2 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2560  (robot 2 4 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2561  (robot 2 3 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2562  (robot 1 3 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2563  (robot 2 2 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2564  (robot 2 4 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2565  (robot 2 1 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2566  (robot 3 2 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2567  (robot 1 4 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2568  (robot 2 5 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2569  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2570  (robot 2 2 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2571  (robot 3 1 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2572  (robot 3 3 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2573  (robot 5 1 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2574  (robot 5 3 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2575  (robot 1 3 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2576  (robot 2 3 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2577  (robot 2 2 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2578  (robot 5 3 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2579  (robot 2 4 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2580  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2581  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2582  (robot 5 5 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2583  (robot 1 2 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2584  (robot 2 1 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2585  (robot 3 2 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2586  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2587  (robot 1 3 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2588  (robot 2 2 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2589  (robot 5 3 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2590  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2591  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2592  (robot 5 5 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2593  (robot 1 3 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2594  (robot 2 2 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2595  (robot 3 3 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2596  (robot 2 4 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2597  (robot 2 3 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2598  (robot 1 3 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2599  (robot 2 2 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2600  (robot 3 3 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2601  (robot 2 4 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2602  (robot 2 3 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2603  (robot 1 3 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2604  (robot 2 2 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2605  (robot 3 3 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2606  (robot 2 4 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2607  (robot 1 1 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2608  (robot 1 5 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2609  (robot 3 1 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2610  (robot 4 2 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2611  (robot 4 4 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2612  (robot 3 5 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2613  (robot 1 2 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2614  (robot 1 4 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2615  (robot 2 1 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2616  (robot 3 2 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2617  (robot 3 4 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2618  (robot 2 5 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2619  (robot 1 1 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2620  (robot 1 5 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2621  (robot 3 1 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2622  (robot 4 2 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2623  (robot 4 4 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2624  (robot 3 5 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2625  (robot 4 1 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2626  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2627  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2628  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2629  (robot 1 1 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2630  (robot 1 3 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2631  (robot 2 3 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2632  (robot 1 1 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2633  (robot 1 2 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2634  (robot 1 4 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2635  (robot 2 1 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2636  (robot 3 2 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2637  (robot 3 4 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2638  (robot 2 5 2 farolas far 4 3 3 far 5 5 2 prof 19)
f-2639  (robot 3 1 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2640  (robot 4 2 1 farolas far 4 3 3 far 5 5 2 prof 19)
f-2641  (robot 1 5 0 farolas far 3 5 2 far 5 5 2 prof 19)
f-2642  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 prof 19)
f-2643  (robot 4 1 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2644  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2645  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2646  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2647  (robot 1 1 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2648  (robot 3 1 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2649  (robot 4 2 0 farolas far 4 3 3 far 5 5 2 prof 19)
f-2650  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 prof 19)
f-2651  (robot 1 1 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2652  (robot 1 5 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2653  (robot 3 1 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2654  (robot 4 2 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2655  (robot 5 3 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2656  (robot 4 4 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2657  (robot 3 4 1 farolas far 5 5 2 prof 19)
f-2658  (robot 2 5 1 farolas far 5 5 2 prof 19)
f-2659  (robot 1 2 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2660  (robot 1 4 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2661  (robot 2 1 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2662  (robot 3 2 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2663  (robot 4 3 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2664  (robot 3 4 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2665  (robot 2 5 3 farolas far 3 5 2 far 5 5 2 prof 19)
f-2666  (robot 1 1 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2667  (robot 1 5 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2668  (robot 3 1 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2669  (robot 4 2 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2670  (robot 5 3 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2671  (robot 4 4 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2672  (robot 3 4 0 farolas far 5 5 2 prof 19)
f-2673  (robot 2 5 0 farolas far 5 5 2 prof 19)
f-2674  (robot 1 2 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2675  (robot 1 4 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2676  (robot 2 1 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2677  (robot 3 2 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2678  (robot 4 3 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2679  (robot 3 4 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2680  (robot 2 5 2 farolas far 3 5 2 far 5 5 2 prof 19)
f-2681  (robot 1 1 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2682  (robot 1 5 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2683  (robot 3 1 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2684  (robot 4 2 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2685  (robot 5 3 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2686  (robot 4 4 1 farolas far 3 5 2 far 5 5 2 prof 19)
f-2687  (robot 5 1 3 farolas far 4 3 3 far 5 5 2 prof 19)
f-2688  (robot 3 2 0 farolas far 5 5 2 prof 19)
f-2689  (robot 4 1 0 farolas far 5 5 2 prof 19)
f-2690  (robot 4 3 0 farolas far 5 5 2 prof 19)
f-2691  (robot 5 4 0 farolas far 5 5 2 prof 19)
f-2692  (robot 4 5 0 farolas far 5 5 2 prof 19)
f-2693  (robot 5 4 1 farolas far 4 3 3 prof 19)
